WormGEMid	GeneID1
unc-79	V3C99_005131
bro-1	V3C99_005132
pycr-1	V3C99_005133
hbs-1	V3C99_005135
casc-3	V3C99_005141
rpl-14	V3C99_005142
ile-1	V3C99_005145
ate-1	V3C99_005146
csn-6	V3C99_005147
K07A1.10	V3C99_005148
lin-53	V3C99_005149
nra-2	V3C99_005150
mag-1	V3C99_005159
ubc-12	V3C99_005160
acbp-1	V3C99_005162
ints-6	V3C99_005166
NNNNNN	V3C99_005179
NNNNNN	V3C99_005183
tct-1	V3C99_005185
rla-0	V3C99_005186
Y92H12A.5	V3C99_005187
dyb-1	V3C99_005190
nmtn-1	V3C99_005192
rga-2	V3C99_005194
cas-1	V3C99_005198
NNNNNN	V3C99_005211
NNNNNN	V3C99_005211
F16A11.1	V3C99_005215
rtcb-1	V3C99_005216
M01E5.2	V3C99_005217
M01E5.4	V3C99_005218
NNNNNN	V3C99_005223
NNNNNN	V3C99_005224
NNNNNN	V3C99_005227
ctnb-1	V3C99_005235
chk-2	V3C99_005236
chkr-1	V3C99_005236
NNNNNN	V3C99_005236
NNNNNN	V3C99_005240
NNNNNN	V3C99_005241
NNNNNN	V3C99_005241
NNNNNN	V3C99_005241
NNNNNN	V3C99_005242
NNNNNN	V3C99_005242
NNNNNN	V3C99_005242
NNNNNN	V3C99_005243
NNNNNN	V3C99_005243
NNNNNN	V3C99_005243
hxk-1	V3C99_005245
rpoa-2	V3C99_005246
NNNNNN	V3C99_005253
memb-1	V3C99_005256
NNNNNN	V3C99_005260
mib-1	V3C99_005261
NNNNNN	V3C99_005262
NNNNNN	V3C99_005263
NNNNNN	V3C99_005264
NNNNNN	V3C99_005267
lev-11	V3C99_005268
sec-12	V3C99_005269
NNNNNN	V3C99_005273
Y48A6B.3	V3C99_005276
dao-5	V3C99_005277
NNNNNN	V3C99_005279
cln-3.1	V3C99_005282
strl-1	V3C99_005284
lagr-1	V3C99_005288
NNNNNN	V3C99_005289
NNNNNN	V3C99_005290
pigl-1	V3C99_005291
rsr-1	V3C99_005292
F16F9.4	V3C99_005298
F16F9.4	V3C99_005299
NNNNNN	V3C99_005300
src-2	V3C99_005303
ero-1	V3C99_005304
dyf-1	V3C99_005308
NNNNNN	V3C99_005312
NNNNNN	V3C99_005313
NNNNNN	V3C99_005313
mcm-4	V3C99_005318
NNNNNN	V3C99_005325
snt-4	V3C99_005328
drh-3	V3C99_005329
cic-1	V3C99_005331
T15B7.1	V3C99_005332
ttx-3	V3C99_005333
T09B4.4	V3C99_005334
T23G11.4	V3C99_005335
rlbp-1	V3C99_005336
lron-9	V3C99_005337
T23G11.7	V3C99_005338
golg-5	V3C99_005339
sptf-3	V3C99_005340
ola-1	V3C99_005341
snr-2	V3C99_005344
trmt-6	V3C99_005350
ZK858.6	V3C99_005351
ZK858.5	V3C99_005352
oct-1	V3C99_005356
ndx-1	V3C99_005358
NNNNNN	V3C99_005359
mig-1	V3C99_005360
sym-2	V3C99_005362
mcm-4	V3C99_005366
eif-2gamma	V3C99_005367
tbca-1	V3C99_005368
sacy-1	V3C99_005369
glh-1	V3C99_005370
glh-2	V3C99_005370
glh-3	V3C99_005370
dpf-3	V3C99_005371
C37A2.8	V3C99_005372
NNNNNN	V3C99_005373
NNNNNN	V3C99_005374
NNNNNN	V3C99_005376
snpc-3.1	V3C99_005385
snpc-3.2	V3C99_005385
drh-3	V3C99_005387
snt-4	V3C99_005390
cah-6	V3C99_005391
cpd-1	V3C99_005393
T23D8.3	V3C99_005394
NNNNNN	V3C99_005397
mboa-7	V3C99_005399
serr-1	V3C99_005401
zipt-11	V3C99_005414
mrpl-24	V3C99_005415
Y105E8A.2	V3C99_005416
slc-30A5	V3C99_005417
NNNNNN	V3C99_005421
goa-1	V3C99_005422
NNNNNN	V3C99_005423
NNNNNN	V3C99_005424
cdd-2	V3C99_005426
wdr-12	V3C99_005429
cir-1	V3C99_005430
lron-11	V3C99_005431
tln-1	V3C99_005435
tre-1	V3C99_005437
dad-1	V3C99_005438
NNNNNN	V3C99_005439
spg-20	V3C99_005440
F57B10.8	V3C99_005441
NNNNNN	V3C99_005442
NNNNNN	V3C99_005443
NNNNNN	V3C99_005444
spr-5	V3C99_005445
lsd-1	V3C99_005445
eif-3.J	V3C99_005446
slc-25A46	V3C99_005447
pcyt-1	V3C99_005448
tns-1	V3C99_005453
NNNNNN	V3C99_005455
dyf-11	V3C99_005456
NNNNNN	V3C99_005457
NNNNNN	V3C99_005457
apg-1	V3C99_005458
NNNNNN	V3C99_005459
NNNNNN	V3C99_005460
tol-1	V3C99_005464
rab-10	V3C99_005465
NNNNNN	V3C99_005466
hpo-13	V3C99_005471
Y105E8A.11	V3C99_005471
NNNNNN	V3C99_005473
irx-1	V3C99_005478
NNNNNN	V3C99_005479
NNNNNN	V3C99_005486
NNNNNN	V3C99_005489
NNNNNN	V3C99_005491
pfd-3	V3C99_005495
W02A11.1	V3C99_005498
vps-25	V3C99_005498
usp-3	V3C99_005499
rps-6	V3C99_005500
Y48G10A.1	V3C99_005504
gap-3	V3C99_005505
NNNNNN	V3C99_005506
crtc-1	V3C99_005507
rpl-20	V3C99_005509
NNNNNN	V3C99_005515
rnf-145	V3C99_005516
mrpl-19	V3C99_005517
tyr-4	V3C99_005520
NNNNNN	V3C99_005522
bbs-1	V3C99_005526
frk-1	V3C99_005529
NNNNNN	V3C99_005530
NNNNNN	V3C99_005530
NNNNNN	V3C99_005530
K04F10.7	V3C99_005533
F25B5.3	V3C99_005535
F49B2.6	V3C99_005539
rsy-1	V3C99_005541
NNNNNN	V3C99_005542
maco-1	V3C99_005543
acr-6	V3C99_005545
NNNNNN	V3C99_005548
M04F3.5	V3C99_005549
NNNNNN	V3C99_005551
NNNNNN	V3C99_005551
NNNNNN	V3C99_005556
pnk-1	V3C99_005559
zhit-1	V3C99_005560
cox-5B	V3C99_005561
NNNNNN	V3C99_005563
let-611	V3C99_005564
lpd-2	V3C99_005565
cebp-2	V3C99_005566
NNNNNN	V3C99_005567
frm-1	V3C99_005569
T28F2.2	V3C99_005571
msh-6	V3C99_005572
hxk-2	V3C99_005576
cdk-9	V3C99_005577
Y54E5A.5	V3C99_005580
gsa-1	V3C99_005581
vps-4	V3C99_005582
NNNNNN	V3C99_005583
NNNNNN	V3C99_005584
glrx-10	V3C99_005586
glrx-10	V3C99_005591
mrpl-38	V3C99_005593
NNNNNN	V3C99_005602
Y105E8A.1	V3C99_005603
C47B2.2	V3C99_005604
NNNNNN	V3C99_005607
rpn-12	V3C99_005608
W02D3.4	V3C99_005611
lbp-5	V3C99_005615
lbp-6	V3C99_005615
lbp-7	V3C99_005615
R04B3.2	V3C99_005617
phip-1	V3C99_005618
phip-1	V3C99_005619
cids-2	V3C99_005620
F36A2.2	V3C99_005621
pbs-7	V3C99_005622
rpn-8	V3C99_005624
cfh-1	V3C99_005627
exoc-8	V3C99_005633
C06A5.3	V3C99_005634
NNNNNN	V3C99_005636
NNNNNN	V3C99_005637
ZK909.3	V3C99_005639
NNNNNN	V3C99_005642
NNNNNN	V3C99_005645
C55A6.3	V3C99_005646
C55A6.4	V3C99_005646
sdz-8	V3C99_005646
C55A6.6	V3C99_005646
C55A6.7	V3C99_005646
F20G2.1	V3C99_005646
kel-10	V3C99_005647
F47D12.7	V3C99_005647
R119.2	V3C99_005648
NNNNNN	V3C99_005649
pqn-59	V3C99_005650
taf-4	V3C99_005651
R119.5	V3C99_005652
rab-8	V3C99_005655
ace-2	V3C99_005657
F10D11.6	V3C99_005658
tbcd-1	V3C99_005659
unc-14	V3C99_005661
F32B4.5	V3C99_005663
abhd-11.2	V3C99_005664
NNNNNN	V3C99_005665
riok-1	V3C99_005666
nhr-64	V3C99_005667
fer-1	V3C99_005668
rskn-1	V3C99_005669
che-3	V3C99_005672
stam-1	V3C99_005673
timm-23	V3C99_005674
csb-1	V3C99_005675
F53H4.6	V3C99_005675
F15D3.6	V3C99_005676
metl-17	V3C99_005677
pbs-2	V3C99_005679
NNNNNN	V3C99_005680
R06C7.6	V3C99_005681
adsl-1	V3C99_005682
madd-4	V3C99_005689
NNNNNN	V3C99_005690
T08G11.1	V3C99_005698
NNNNNN	V3C99_005700
aex-6	V3C99_005701
C32F10.8	V3C99_005702
C32F10.8	V3C99_005703
twk-47	V3C99_005704
unc-37	V3C99_005705
NNNNNN	V3C99_005706
cytb-5.2	V3C99_005707
T05E7.3	V3C99_005708
NNNNNN	V3C99_005709
hsp-16.41	V3C99_005714
hsp-16.48	V3C99_005714
hsp-16.49	V3C99_005714
hsp-16.41	V3C99_005716
hsp-16.48	V3C99_005716
hsp-16.49	V3C99_005716
hsp-16.41	V3C99_005724
hsp-16.48	V3C99_005724
hsp-16.49	V3C99_005724
hsp-16.41	V3C99_005726
hsp-16.48	V3C99_005726
hsp-16.49	V3C99_005726
NNNNNN	V3C99_005728
NNNNNN	V3C99_005732
NNNNNN	V3C99_005732
arl-13	V3C99_005733
rla-1	V3C99_005734
Y37E3.8	V3C99_005735
phb-1	V3C99_005736
eif-2alpha	V3C99_005737
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005738
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005739
NNNNNN	V3C99_005740
mlcd-1	V3C99_005741
NNNNNN	V3C99_005743
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
NNNNNN	V3C99_005744
pyr-1	V3C99_005746
NNNNNN	V3C99_005749
NNNNNN	V3C99_005751
Y71F9B.9	V3C99_005752
NNNNNN	V3C99_005754
NNNNNN	V3C99_005762
NNNNNN	V3C99_005762
NNNNNN	V3C99_005764
NNNNNN	V3C99_005767
NNNNNN	V3C99_005768
dnj-4	V3C99_005769
csn-2	V3C99_005773
B0025.4	V3C99_005774
vps-34	V3C99_005775
NNNNNN	V3C99_005776
NNNNNN	V3C99_005776
rbmx-2	V3C99_005778
ego-2	V3C99_005780
myrf-1	V3C99_005782
pdi-6	V3C99_005783
F53F10.8	V3C99_005784
icmt-1	V3C99_005786
M01E11.1	V3C99_005786
NNNNNN	V3C99_005787
lmn-1	V3C99_005788
C04F12.8	V3C99_005790
NNNNNN	V3C99_005791
mctp-1	V3C99_005792
lfe-2	V3C99_005794
aex-3	V3C99_005795
gopc-1	V3C99_005796
NNNNNN	V3C99_005797
NNNNNN	V3C99_005797
F33H2.2	V3C99_005798
pat-10	V3C99_005800
gtl-2	V3C99_005801
cdc-73	V3C99_005802
hsp-16.41	V3C99_005804
hsp-16.48	V3C99_005804
hsp-16.49	V3C99_005804
NNNNNN	V3C99_005806
NNNNNN	V3C99_005807
pigc-1	V3C99_005808
NNNNNN	V3C99_005809
NNNNNN	V3C99_005810
mab-20	V3C99_005812
NNNNNN	V3C99_005813
F07A5.4	V3C99_005815
NNNNNN	V3C99_005816
unc-15	V3C99_005817
C27F2.10	V3C99_005820
trpp-10	V3C99_005821
hex-4	V3C99_005822
Y51F10.4	V3C99_005823
NNNNNN	V3C99_005827
aex-3	V3C99_005831
ech-1.1	V3C99_005832
ech-1.2	V3C99_005832
suro-1	V3C99_005834
NNNNNN	V3C99_005836
B0511.7	V3C99_005839
cpx-1	V3C99_005839
dnc-6	V3C99_005840
npp-12	V3C99_005844
Y54E10A.11	V3C99_005845
NNNNNN	V3C99_005847
acp-2	V3C99_005848
crn-7	V3C99_005849
F13G3.10	V3C99_005850
dhc-1	V3C99_005851
dom-3	V3C99_005856
W01A8.8	V3C99_005863
W01A8.2	V3C99_005864
NNNNNN	V3C99_005865
NNNNNN	V3C99_005870
usp-14	V3C99_005874
NNNNNN	V3C99_005877
gld-2	V3C99_005879
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
NNNNNN	V3C99_005880
Y69F12A.1	V3C99_005885
pcp-2	V3C99_005887
pcp-3	V3C99_005887
iars-2	V3C99_005890
NNNNNN	V3C99_005891
nola-3	V3C99_005892
fath-1	V3C99_005893
ceh-12	V3C99_005895
W09C5.1	V3C99_005896
unc-59	V3C99_005897
NNNNNN	V3C99_005898
NNNNNN	V3C99_005898
NNNNNN	V3C99_005900
wts-1	V3C99_005901
lin-59	V3C99_005912
pck-2	V3C99_005913
Y92H12BL.1	V3C99_005914
Y92H12BL.5	V3C99_005914
gly-2	V3C99_005916
lem-3	V3C99_005917
NNNNNN	V3C99_005919
Y69F12A.1	V3C99_005921
Y69F12A.1	V3C99_005922
ZK970.8	V3C99_005924
ZK970.8	V3C99_005925
kal-1	V3C99_005926
NNNNNN	V3C99_005976
NNNNNN	V3C99_005976
cdk-7	V3C99_005977
T19A6.1	V3C99_005978
ser-5	V3C99_005979
nepr-1	V3C99_005980
ngp-1	V3C99_005981
NNNNNN	V3C99_005983
NNNNNN	V3C99_005983
NNNNNN	V3C99_005983
ntr-1	V3C99_005987
mod-5	V3C99_006008
Y54E10BR.2	V3C99_006010
pde-6	V3C99_006014
NNNNNN	V3C99_006015
ben-1	V3C99_006017
tbb-1	V3C99_006017
tbb-2	V3C99_006017
pdpr-1	V3C99_006019
NNNNNN	V3C99_006020
B0205.4	V3C99_006021
hprt-1	V3C99_006030
riok-2	V3C99_006031
NNNNNN	V3C99_006032
NNNNNN	V3C99_006033
sur-6	V3C99_006034
amx-2	V3C99_006043
pigo-1	V3C99_006044
tres-1	V3C99_006046
rpoa-49	V3C99_006047
nfyc-1	V3C99_006048
vps-28	V3C99_006049
eipr-1	V3C99_006050
Y87G2A.13	V3C99_006051
agef-1	V3C99_006052
mat-1	V3C99_006054
oaz-1	V3C99_006055
Y54E10BR.4	V3C99_006056
rnf-126	V3C99_006057
sec-11	V3C99_006058
rpb-7	V3C99_006059
amx-2	V3C99_006060
NNNNNN	V3C99_006069
sem-2	V3C99_006070
NNNNNN	V3C99_006075
NNNNNN	V3C99_006076
NNNNNN	V3C99_006078
NNNNNN	V3C99_006079
rpl-7	V3C99_006080
rab-11.1	V3C99_006081
NNNNNN	V3C99_006082
gcy-28	V3C99_006084
ZC328.3	V3C99_006090
rps-7	V3C99_006094
NNNNNN	V3C99_006097
rig-5	V3C99_006100
NNNNNN	V3C99_006102
dlk-1	V3C99_006103
otub-2	V3C99_006104
NNNNNN	V3C99_006106
NNNNNN	V3C99_006107
asah-1	V3C99_006110
pgp-2	V3C99_006117
czw-1	V3C99_006119
gly-16	V3C99_006121
gly-17	V3C99_006121
gly-18	V3C99_006121
gly-19	V3C99_006121
ath-1	V3C99_006122
pign-1	V3C99_006125
arx-7	V3C99_006126
coq-4	V3C99_006127
F13G3.6	V3C99_006128
ttx-7	V3C99_006129
dylt-1	V3C99_006130
hrpr-1	V3C99_006134
lin-44	V3C99_006144
NNNNNN	V3C99_006145
NNNNNN	V3C99_006148
NNNNNN	V3C99_006149
NNNNNN	V3C99_006150
acr-11	V3C99_006154
F54C1.1	V3C99_006158
NNNNNN	V3C99_006159
NNNNNN	V3C99_006159
NNNNNN	V3C99_006159
D1007.4	V3C99_006161
tmem-39	V3C99_006162
rps-10	V3C99_006163
rpl-24.1	V3C99_006164
NNNNNN	V3C99_006167
NNNNNN	V3C99_006168
ddo-1	V3C99_006169
NNNNNN	V3C99_006169
ubc-16	V3C99_006170
let-49	V3C99_006171
nrd-1	V3C99_006172
NNNNNN	V3C99_006173
chp-1	V3C99_006178
NNNNNN	V3C99_006180
NNNNNN	V3C99_006180
cku-70	V3C99_006183
pola-1	V3C99_006184
cln-3.2	V3C99_006185
eif-1	V3C99_006191
pigb-1	V3C99_006192
rps-17	V3C99_006193
C48E7.6	V3C99_006194
NNNNNN	V3C99_006195
vps-45	V3C99_006196
cogc-6	V3C99_006197
pole-1	V3C99_006198
Y55F3BR.1	V3C99_006202
NNNNNN	V3C99_006204
pigv-1	V3C99_006206
gcy-28	V3C99_006213
K02F3.12	V3C99_006214
F45H10.2	V3C99_006220
R07E4.3	V3C99_006220
ndua-7	V3C99_006221
unc-29	V3C99_006222
unc-29	V3C99_006223
NNNNNN	V3C99_006224
NNNNNN	V3C99_006225
unc-29	V3C99_006226
unc-29	V3C99_006227
tgs-1	V3C99_006232
let-381	V3C99_006233
F27C1.11	V3C99_006234
mtcu-1	V3C99_006235
sur-2	V3C99_006236
NNNNNN	V3C99_006237
NNNNNN	V3C99_006238
NNNNNN	V3C99_006239
tyms-1	V3C99_006240
acin-1	V3C99_006257
uba-5	V3C99_006258
T03F1.12	V3C99_006259
uba-5	V3C99_006260
T03F1.12	V3C99_006261
Y48B6A.1	V3C99_006262
nars-1	V3C99_006278
ftn-1	V3C99_006284
ftn-2	V3C99_006284
Y51H4A.13	V3C99_006286
Y24D9B.1	V3C99_006286
C54G6.2	V3C99_006287
tfbm-1	V3C99_006305
guk-1	V3C99_006308
NNNNNN	V3C99_006310
mgl-2	V3C99_006317
cox-19	V3C99_006321
NNNNNN	V3C99_006322
ctf-8	V3C99_006323
pigu-1	V3C99_006324
T22C1.1	V3C99_006325
let-754	V3C99_006326
gpaa-1	V3C99_006331
tars-1	V3C99_006339
lim-9	V3C99_006340
kcnl-2	V3C99_006341
NNNNNN	V3C99_006342
glc-2	V3C99_006343
cpsf-2	V3C99_006344
Y57A10A.26	V3C99_006345
ccm-3	V3C99_006347
npr-14	V3C99_006349
nhr-85	V3C99_006350
B0041.5	V3C99_006351
NNNNNN	V3C99_006354
ccb-1	V3C99_006357
cye-1	V3C99_006359
C37A2.6	V3C99_006360
C37A2.7	V3C99_006361
NNNNNN	V3C99_006362
NNNNNN	V3C99_006364
mec-6	V3C99_006365
poml-2	V3C99_006366
poml-4	V3C99_006366
poml-3	V3C99_006366
akir-1	V3C99_006367
dph-6	V3C99_006368
F27C1.2	V3C99_006371
prpf-4	V3C99_006373
nduf-6	V3C99_006374
smp-2	V3C99_006376
nmrk-1	V3C99_006377
nmrk-1	V3C99_006380
NNNNNN	V3C99_006382
F25H2.6	V3C99_006383
ndk-1	V3C99_006384
snx-27	V3C99_006386
tli-1	V3C99_006387
ubc-25	V3C99_006388
tlf-1	V3C99_006389
NNNNNN	V3C99_006390
unc-108	V3C99_006396
mpc-2	V3C99_006396
T10E9.14	V3C99_006398
nuo-2	V3C99_006399
eak-7	V3C99_006400
hsb-1	V3C99_006401
dli-1	V3C99_006402
crml-1	V3C99_006403
fecl-1	V3C99_006404
hpo-11	V3C99_006405
NNNNNN	V3C99_006406
elpc-4	V3C99_006410
kbrl-1	V3C99_006411
mafr-1	V3C99_006413
B0511.6	V3C99_006414
arch-1	V3C99_006415
mks-6	V3C99_006417
mks-6	V3C99_006419
scrm-4	V3C99_006420
scrm-1	V3C99_006420
scrm-3	V3C99_006420
gpx-5	V3C99_006421
tep-1	V3C99_006423
pad-1	V3C99_006429
car-1	V3C99_006430
scpl-1	V3C99_006435
unc-18	V3C99_006438
NNNNNN	V3C99_006441
acr-19	V3C99_006442
cogc-3	V3C99_006443
nxt-1	V3C99_006444
trap-1	V3C99_006448
ifa-3	V3C99_006451
mua-6	V3C99_006451
F36F2.1	V3C99_006452
rbpl-1	V3C99_006454
fcp-1	V3C99_006455
syx-7	V3C99_006456
Y105E8A.25	V3C99_006457
erh-1	V3C99_006458
rme-8	V3C99_006459
NNNNNN	V3C99_006460
NNNNNN	V3C99_006461
hum-1	V3C99_006462
nath-10	V3C99_006463
sul-1	V3C99_006464
NNNNNN	V3C99_006466
NNNNNN	V3C99_006466
NNNNNN	V3C99_006467
NNNNNN	V3C99_006467
NNNNNN	V3C99_006468
NNNNNN	V3C99_006468
ddx-27	V3C99_006471
NNNNNN	V3C99_006472
aho-3	V3C99_006475
cdc-48.3	V3C99_006476
NNNNNN	V3C99_006477
NNNNNN	V3C99_006478
NNNNNN	V3C99_006479
daf-16	V3C99_006481
rbm-12	V3C99_006484
Y106G6D.5	V3C99_006485
plag-15	V3C99_006487
hlh-2	V3C99_006488
NNNNNN	V3C99_006494
NNNNNN	V3C99_006495
NNNNNN	V3C99_006495
NNNNNN	V3C99_006495
NNNNNN	V3C99_006495
NNNNNN	V3C99_006495
NNNNNN	V3C99_006495
NNNNNN	V3C99_006499
endu-1	V3C99_006501
NNNNNN	V3C99_006505
gld-4	V3C99_006506
nduf-7	V3C99_006507
gei-17	V3C99_006508
mef-2	V3C99_006509
chaf-1	V3C99_006512
NNNNNN	V3C99_006513
F56C11.3	V3C99_006515
lpd-6	V3C99_006516
rbm-5	V3C99_006517
tin-44	V3C99_006518
NNNNNN	V3C99_006520
K11D2.1	V3C99_006524
air-2	V3C99_006530
haf-9	V3C99_006531
pycr-1	V3C99_006534
nstp-2	V3C99_006536
fkb-5	V3C99_006538
hecd-1	V3C99_006539
NNNNNN	V3C99_006540
NNNNNN	V3C99_006542
NNNNNN	V3C99_006543
NNNNNN	V3C99_006544
arf-5	V3C99_006545
NNNNNN	V3C99_006547
Y5F2A.4	V3C99_006550
atg-7	V3C99_006552
let-70	V3C99_006553
F11A10.6	V3C99_006557
mig-32	V3C99_006559
cpsf-4	V3C99_006560
prcc-1	V3C99_006561
npp-19	V3C99_006563
mec-10	V3C99_006564
rig-4	V3C99_006568
F13B12.1	V3C99_006571
pkg-2	V3C99_006572
NNNNNN	V3C99_006575
ent-4	V3C99_006581
szy-2	V3C99_006582
paqr-2	V3C99_006583
NNNNNN	V3C99_006584
NNNNNN	V3C99_006585
NNNNNN	V3C99_006587
NNNNNN	V3C99_006588
zipt-15	V3C99_006590
coa-5	V3C99_006591
Y50D4A.4	V3C99_006592
apc-11	V3C99_006593
Y51H4A.15	V3C99_006594
sta-1	V3C99_006595
NNNNNN	V3C99_006596
NNNNNN	V3C99_006596
NNNNNN	V3C99_006603
mcm-2	V3C99_006604
NNNNNN	V3C99_006605
NNNNNN	V3C99_006605
NNNNNN	V3C99_006607
Y37A1A.4	V3C99_006609
ubc-8	V3C99_006613
Y54G2A.18	V3C99_006614
ubc-13	V3C99_006615
manf-1	V3C99_006616
bcc-1	V3C99_006618
ent-4	V3C99_006620
C08G9.2	V3C99_006626
NNNNNN	V3C99_006630
NNNNNN	V3C99_006631
nfu-1	V3C99_006632
mask-1	V3C99_006633
NNNNNN	V3C99_006635
sqv-1	V3C99_006636
aagr-1	V3C99_006640
NNNNNN	V3C99_006651
NNNNNN	V3C99_006658
fkb-5	V3C99_006663
gspd-1	V3C99_006666
pfd-4	V3C99_006667
pgp-9	V3C99_006669
NNNNNN	V3C99_006670
NNNNNN	V3C99_006670
NNNNNN	V3C99_006671
NNNNNN	V3C99_006671
NNNNNN	V3C99_006673
NNNNNN	V3C99_006674
dhs-9	V3C99_006675
impt-1	V3C99_006676
impt-1	V3C99_006677
rsp-6	V3C99_006678
disl-2	V3C99_006678
deb-1	V3C99_006680
ccdc-12	V3C99_006682
ZC477.3	V3C99_006685
Y69A2AR.18	V3C99_006686
Y69A2AR.16	V3C99_006687
NNNNNN	V3C99_006689
ngn-1	V3C99_006708
mdf-2	V3C99_006709
dnj-11	V3C99_006710
mlt-3	V3C99_006711
pmp-5	V3C99_006712
Y57G11C.22	V3C99_006713
drp-1	V3C99_006714
ari-2	V3C99_006716
swd-2.2	V3C99_006725
hcf-1	V3C99_006726
sfrp-1	V3C99_006727
hcf-1	V3C99_006728
sfrp-1	V3C99_006729
NNNNNN	V3C99_006730
NNNNNN	V3C99_006730
NNNNNN	V3C99_006730
NNNNNN	V3C99_006732
NNNNNN	V3C99_006732
NNNNNN	V3C99_006734
NNNNNN	V3C99_006735
NNNNNN	V3C99_006736
NNNNNN	V3C99_006736
F46F11.10	V3C99_006738
H35B03.2	V3C99_006739
dpl-1	V3C99_006740
afmd-1	V3C99_006741
gstk-2	V3C99_006742
glb-34	V3C99_006744
NNNNNN	V3C99_006759
NNNNNN	V3C99_006759
NNNNNN	V3C99_006759
NNNNNN	V3C99_006761
gcy-37	V3C99_006762
C54E4.5	V3C99_006763
NNNNNN	V3C99_006764
exc-9	V3C99_006768
NNNNNN	V3C99_006775
C29E4.12	V3C99_006776
kle-2	V3C99_006777
rfc-3	V3C99_006778
NNNNNN	V3C99_006782
NNNNNN	V3C99_006784
Y119D3B.14	V3C99_006785
NNNNNN	V3C99_006786
NNNNNN	V3C99_006787
NNNNNN	V3C99_006790
rpt-3	V3C99_006792
cpf-2	V3C99_006793
semi-1	V3C99_006794
mec-3	V3C99_006795
gly-20	V3C99_006797
NNNNNN	V3C99_006802
magu-4	V3C99_006803
NNNNNN	V3C99_006805
cmk-1	V3C99_006806
NNNNNN	V3C99_006808
egl-4	V3C99_006809
sars-1	V3C99_006811
NNNNNN	V3C99_006813
Y17G9B.8	V3C99_006818
Y17G9B.5	V3C99_006819
rpl-20	V3C99_006820
cyc-2.1	V3C99_006821
mbf-1	V3C99_006822
