	WormGEMid	GeneID1
8624	let-381	V3C99_006233
8625	F27C1.11	V3C99_006234
8627	mtcu-1	V3C99_006235
8628	sur-2	V3C99_006236
8629	NNNNNN	V3C99_006237
8630	NNNNNN	V3C99_006238
8631	NNNNNN	V3C99_006239
8632	tyms-1	V3C99_006240
8640	acin-1	V3C99_006257
8641	uba-5	V3C99_006258
8642	T03F1.12	V3C99_006259
8643	uba-5	V3C99_006260
8644	T03F1.12	V3C99_006261
8645	Y48B6A.1	V3C99_006262
8649	nars-1	V3C99_006278
8650	ftn-1	V3C99_006284
8651	ftn-2	V3C99_006284
8652	Y51H4A.13	V3C99_006286
8653	Y24D9B.1	V3C99_006286
8654	C54G6.2	V3C99_006287
8658	tfbm-1	V3C99_006305
8659	guk-1	V3C99_006308
8661	NNNNNN	V3C99_006310
8662	mgl-2	V3C99_006317
8663	cox-19	V3C99_006321
8664	NNNNNN	V3C99_006322
8665	ctf-8	V3C99_006323
8666	pigu-1	V3C99_006324
8667	T22C1.1	V3C99_006325
8668	let-754	V3C99_006326
8669	gpaa-1	V3C99_006331
8700	tars-1	V3C99_006339
8701	lim-9	V3C99_006340
8702	kcnl-2	V3C99_006341
8703	NNNNNN	V3C99_006342
8704	glc-2	V3C99_006343
8705	cpsf-2	V3C99_006344
8706	Y57A10A.26	V3C99_006345
8707	ccm-3	V3C99_006347
8708	npr-14	V3C99_006349
8709	nhr-85	V3C99_006350
8710	B0041.5	V3C99_006351
8711	NNNNNN	V3C99_006354
8713	ccb-1	V3C99_006357
8715	cye-1	V3C99_006359
8716	C37A2.6	V3C99_006360
8717	C37A2.7	V3C99_006361
8718	NNNNNN	V3C99_006362
8719	NNNNNN	V3C99_006364
8720	mec-6	V3C99_006365
8721	poml-2	V3C99_006366
8722	poml-4	V3C99_006366
8723	poml-3	V3C99_006366
8724	akir-1	V3C99_006367
8725	dph-6	V3C99_006368
8726	F27C1.2	V3C99_006371
8728	prpf-4	V3C99_006373
8729	nduf-6	V3C99_006374
8734	smp-2	V3C99_006376
8735	nmrk-1	V3C99_006377
8737	nmrk-1	V3C99_006380
8739	NNNNNN	V3C99_006382
8741	F25H2.6	V3C99_006383
8743	ndk-1	V3C99_006384
8744	snx-27	V3C99_006386
8745	tli-1	V3C99_006387
8746	ubc-25	V3C99_006388
8747	tlf-1	V3C99_006389
8748	NNNNNN	V3C99_006390
8749	unc-108	V3C99_006396
8750	mpc-2	V3C99_006396
8752	T10E9.14	V3C99_006398
8753	nuo-2	V3C99_006399
8754	eak-7	V3C99_006400
8755	hsb-1	V3C99_006401
8756	dli-1	V3C99_006402
8757	crml-1	V3C99_006403
8758	fecl-1	V3C99_006404
8759	hpo-11	V3C99_006405
8760	NNNNNN	V3C99_006406
8761	elpc-4	V3C99_006410
8762	kbrl-1	V3C99_006411
8763	mafr-1	V3C99_006413
8764	B0511.6	V3C99_006414
8765	arch-1	V3C99_006415
8766	mks-6	V3C99_006417
8767	mks-6	V3C99_006419
8768	scrm-4	V3C99_006420
8770	scrm-1	V3C99_006420
8773	scrm-3	V3C99_006420
8775	gpx-5	V3C99_006421
8778	tep-1	V3C99_006423
8781	pad-1	V3C99_006429
8782	car-1	V3C99_006430
8784	scpl-1	V3C99_006435
8785	unc-18	V3C99_006438
8786	NNNNNN	V3C99_006441
8787	acr-19	V3C99_006442
8788	cogc-3	V3C99_006443
8789	nxt-1	V3C99_006444
8791	trap-1	V3C99_006448
8795	ifa-3	V3C99_006451
8796	mua-6	V3C99_006451
8797	F36F2.1	V3C99_006452
8798	rbpl-1	V3C99_006454
8799	fcp-1	V3C99_006455
8800	syx-7	V3C99_006456
8801	Y105E8A.25	V3C99_006457
8803	erh-1	V3C99_006458
8804	rme-8	V3C99_006459
8805	NNNNNN	V3C99_006460
8806	NNNNNN	V3C99_006461
8807	hum-1	V3C99_006462
8808	nath-10	V3C99_006463
8809	sul-1	V3C99_006464
8810	NNNNNN	V3C99_006466
8811	NNNNNN	V3C99_006466
8815	NNNNNN	V3C99_006467
8816	NNNNNN	V3C99_006467
8820	NNNNNN	V3C99_006468
8821	NNNNNN	V3C99_006468
8825	ddx-27	V3C99_006471
8826	NNNNNN	V3C99_006472
8827	aho-3	V3C99_006475
8828	cdc-48.3	V3C99_006476
8829	NNNNNN	V3C99_006477
8830	NNNNNN	V3C99_006478
8831	NNNNNN	V3C99_006479
8832	daf-16	V3C99_006481
8833	rbm-12	V3C99_006484
8834	Y106G6D.5	V3C99_006485
8835	plag-15	V3C99_006487
8836	hlh-2	V3C99_006488
8864	NNNNNN	V3C99_006494
8872	NNNNNN	V3C99_006495
8873	NNNNNN	V3C99_006495
8874	NNNNNN	V3C99_006495
8875	NNNNNN	V3C99_006495
8876	NNNNNN	V3C99_006495
8877	NNNNNN	V3C99_006495
8885	NNNNNN	V3C99_006499
8888	endu-1	V3C99_006501
8891	NNNNNN	V3C99_006505
8892	gld-4	V3C99_006506
8893	nduf-7	V3C99_006507
8894	gei-17	V3C99_006508
8895	mef-2	V3C99_006509
8896	chaf-1	V3C99_006512
8897	NNNNNN	V3C99_006513
8898	F56C11.3	V3C99_006515
8899	lpd-6	V3C99_006516
8900	rbm-5	V3C99_006517
8901	tin-44	V3C99_006518
8902	NNNNNN	V3C99_006520
8903	K11D2.1	V3C99_006524
8904	air-2	V3C99_006530
8905	haf-9	V3C99_006531
8906	pycr-1	V3C99_006534
8907	nstp-2	V3C99_006536
8909	fkb-5	V3C99_006538
8910	hecd-1	V3C99_006539
8911	NNNNNN	V3C99_006540
8913	NNNNNN	V3C99_006542
8914	NNNNNN	V3C99_006543
8915	NNNNNN	V3C99_006544
8916	arf-5	V3C99_006545
8917	NNNNNN	V3C99_006547
8918	Y5F2A.4	V3C99_006550
8919	atg-7	V3C99_006552
8920	let-70	V3C99_006553
8922	F11A10.6	V3C99_006557
8923	mig-32	V3C99_006559
8924	cpsf-4	V3C99_006560
8925	prcc-1	V3C99_006561
8926	npp-19	V3C99_006563
8927	mec-10	V3C99_006564
8929	rig-4	V3C99_006568
8931	F13B12.1	V3C99_006571
8932	pkg-2	V3C99_006572
8933	NNNNNN	V3C99_006575
8934	ent-4	V3C99_006581
8935	szy-2	V3C99_006582
8936	paqr-2	V3C99_006583
8937	NNNNNN	V3C99_006584
8938	NNNNNN	V3C99_006585
8939	NNNNNN	V3C99_006587
8940	NNNNNN	V3C99_006588
8942	zipt-15	V3C99_006590
8943	coa-5	V3C99_006591
8944	Y50D4A.4	V3C99_006592
8945	apc-11	V3C99_006593
8946	Y51H4A.15	V3C99_006594
8947	sta-1	V3C99_006595
8948	NNNNNN	V3C99_006596
8949	NNNNNN	V3C99_006596
9009	NNNNNN	V3C99_006603
9010	mcm-2	V3C99_006604
9015	NNNNNN	V3C99_006605
9020	NNNNNN	V3C99_006605
9022	NNNNNN	V3C99_006607
9023	Y37A1A.4	V3C99_006609
9024	ubc-8	V3C99_006613
9025	Y54G2A.18	V3C99_006614
9026	ubc-13	V3C99_006615
9027	manf-1	V3C99_006616
9028	bcc-1	V3C99_006618
9029	ent-4	V3C99_006620
9030	C08G9.2	V3C99_006626
9051	NNNNNN	V3C99_006630
9059	NNNNNN	V3C99_006631
9066	nfu-1	V3C99_006632
9067	mask-1	V3C99_006633
9068	NNNNNN	V3C99_006635
9069	sqv-1	V3C99_006636
9072	aagr-1	V3C99_006640
9096	NNNNNN	V3C99_006651
9110	NNNNNN	V3C99_006658
9157	fkb-5	V3C99_006663
9158	gspd-1	V3C99_006666
9159	pfd-4	V3C99_006667
9160	pgp-9	V3C99_006669
9161	NNNNNN	V3C99_006670
9162	NNNNNN	V3C99_006670
9171	NNNNNN	V3C99_006671
9181	NNNNNN	V3C99_006671
9194	NNNNNN	V3C99_006673
9195	NNNNNN	V3C99_006674
9196	dhs-9	V3C99_006675
9198	impt-1	V3C99_006676
9199	impt-1	V3C99_006677
9200	rsp-6	V3C99_006678
9201	disl-2	V3C99_006678
9202	deb-1	V3C99_006680
9203	ccdc-12	V3C99_006682
9205	ZC477.3	V3C99_006685
9206	Y69A2AR.18	V3C99_006686
9207	Y69A2AR.16	V3C99_006687
9208	NNNNNN	V3C99_006689
9211	ngn-1	V3C99_006708
9212	mdf-2	V3C99_006709
9213	dnj-11	V3C99_006710
9214	mlt-3	V3C99_006711
9215	pmp-5	V3C99_006712
9216	Y57G11C.22	V3C99_006713
9217	drp-1	V3C99_006714
9219	ari-2	V3C99_006716
9412	swd-2.2	V3C99_006725
9413	hcf-1	V3C99_006726
9414	sfrp-1	V3C99_006727
9415	hcf-1	V3C99_006728
9416	sfrp-1	V3C99_006729
9419	NNNNNN	V3C99_006730
9420	NNNNNN	V3C99_006730
9421	NNNNNN	V3C99_006730
9429	NNNNNN	V3C99_006732
9430	NNNNNN	V3C99_006732
9440	NNNNNN	V3C99_006734
9442	NNNNNN	V3C99_006735
9444	NNNNNN	V3C99_006736
9445	NNNNNN	V3C99_006736
9447	F46F11.10	V3C99_006738
9448	H35B03.2	V3C99_006739
9449	dpl-1	V3C99_006740
9451	afmd-1	V3C99_006741
9452	gstk-2	V3C99_006742
9453	glb-34	V3C99_006744
9475	NNNNNN	V3C99_006759
9476	NNNNNN	V3C99_006759
9477	NNNNNN	V3C99_006759
9508	NNNNNN	V3C99_006761
9510	gcy-37	V3C99_006762
9511	C54E4.5	V3C99_006763
9512	NNNNNN	V3C99_006764
9514	exc-9	V3C99_006768
9539	NNNNNN	V3C99_006775
9540	C29E4.12	V3C99_006776
9541	kle-2	V3C99_006777
9542	rfc-3	V3C99_006778
9544	NNNNNN	V3C99_006782
9545	NNNNNN	V3C99_006784
9546	Y119D3B.14	V3C99_006785
9547	NNNNNN	V3C99_006786
9549	NNNNNN	V3C99_006787
9551	NNNNNN	V3C99_006790
9553	rpt-3	V3C99_006792
9554	cpf-2	V3C99_006793
9555	semi-1	V3C99_006794
9556	mec-3	V3C99_006795
9557	gly-20	V3C99_006797
9558	NNNNNN	V3C99_006802
9560	magu-4	V3C99_006803
9561	NNNNNN	V3C99_006805
9562	cmk-1	V3C99_006806
9563	NNNNNN	V3C99_006808
9564	egl-4	V3C99_006809
9565	sars-1	V3C99_006811
9567	NNNNNN	V3C99_006813
9571	Y17G9B.8	V3C99_006818
9572	Y17G9B.5	V3C99_006819
9573	rpl-20	V3C99_006820
9575	cyc-2.1	V3C99_006821
9576	mbf-1	V3C99_006822
9577	catp-8	V3C99_006823
9578	skih-2	V3C99_006824
9579	NNNNNN	V3C99_006825
9580	NNNNNN	V3C99_006827
9581	cla-1	V3C99_006828
9582	nol-10	V3C99_006829
9589	NNNNNN	V3C99_006832
9590	F07C6.4	V3C99_006833
9591	NNNNNN	V3C99_006834
9592	F07C6.4	V3C99_006835
9593	NNNNNN	V3C99_006836
9594	Y43E12A.2	V3C99_006838
9595	unc-31	V3C99_006839
9596	NNNNNN	V3C99_006840
9632	NNNNNN	V3C99_006856
9701	NNNNNN	V3C99_006877
9702	NNNNNN	V3C99_006878
9704	NNNNNN	V3C99_006879
9709	NNNNNN	V3C99_006879
9710	NNNNNN	V3C99_006880
9711	NNNNNN	V3C99_006881
9712	cdc-50.B	V3C99_006883
9713	klp-11	V3C99_006886
9714	pyk-2	V3C99_006887
9748	NNNNNN	V3C99_006898
9749	NNNNNN	V3C99_006898
9750	NNNNNN	V3C99_006898
9755	NNNNNN	V3C99_006899
9756	NNNNNN	V3C99_006899
9757	NNNNNN	V3C99_006899
9787	clec-48	V3C99_006908
9788	NNNNNN	V3C99_006908
9789	NNNNNN	V3C99_006908
9790	D2045.5	V3C99_006909
9791	F25H8.2	V3C99_006910
9792	yars-2	V3C99_006911
9793	cif-1	V3C99_006912
9795	NNNNNN	V3C99_006913
9826	NNNNNN	V3C99_006916
9875	best-8	V3C99_006928
9884	best-21	V3C99_006931
9888	vab-2	V3C99_006934
9889	vab-2	V3C99_006938
9892	gpa-4	V3C99_006940
9894	gpa-16	V3C99_006940
9899	NNNNNN	V3C99_006950
9900	sav-1	V3C99_006951
9901	C17H12.2	V3C99_006952
9902	ggtb-1	V3C99_006953
9903	lin-1	V3C99_006954
9905	mksr-2	V3C99_006955
9906	vha-11	V3C99_006956
9907	vha-2	V3C99_006957
9908	vha-3	V3C99_006957
9909	F52B11.2	V3C99_006958
9910	cfp-1	V3C99_006959
9911	ccar-1	V3C99_006960
9913	txdc-12.1	V3C99_006962
9914	NNNNNN	V3C99_006964
9916	lst-4	V3C99_006968
9918	NNNNNN	V3C99_006969
9920	NNNNNN	V3C99_006969
9921	NNNNNN	V3C99_006969
9922	NNNNNN	V3C99_006969
9923	NNNNNN	V3C99_006969
9925	NNNNNN	V3C99_006970
9927	NNNNNN	V3C99_006970
9928	NNNNNN	V3C99_006970
9929	NNNNNN	V3C99_006970
9930	NNNNNN	V3C99_006970
9932	ilcr-1	V3C99_006971
9934	ZK596.2	V3C99_006981
9935	NNNNNN	V3C99_006982
9936	NNNNNN	V3C99_006982
9937	NNNNNN	V3C99_006982
9938	NNNNNN	V3C99_006982
9939	NNNNNN	V3C99_006982
9940	NNNNNN	V3C99_006982
9941	NNNNNN	V3C99_006982
9942	NNNNNN	V3C99_006982
9943	NNNNNN	V3C99_006983
9944	NNNNNN	V3C99_006984
9945	F02E9.7	V3C99_006985
9946	NNNNNN	V3C99_006986
9949	NNNNNN	V3C99_006989
9953	alg-1	V3C99_006990
9954	alg-2	V3C99_006990
9955	NNNNNN	V3C99_006991
9956	NNNNNN	V3C99_006991
9957	K07F5.12	V3C99_006992
9958	NNNNNN	V3C99_006993
9962	ZK185.2	V3C99_007002
9964	NNNNNN	V3C99_007003
9966	vps-52	V3C99_007005
9968	cdf-1	V3C99_007007
9969	slmp-1	V3C99_007008
9989	NNNNNN	V3C99_007011
10004	NNNNNN	V3C99_007012
10014	wapl-1	V3C99_007013
10015	htz-1	V3C99_007014
10016	chat-1	V3C99_007015
10017	gpn-1	V3C99_007017
10018	bre-1	V3C99_007019
10019	gmd-2	V3C99_007019
10020	nstp-1	V3C99_007020
10021	pdzd-8	V3C99_007022
10025	sir-2.1	V3C99_007024
10028	NNNNNN	V3C99_007026
10029	NNNNNN	V3C99_007026
10031	NNNNNN	V3C99_007027
10047	NNNNNN	V3C99_007031
10084	NNNNNN	V3C99_007033
10087	NNNNNN	V3C99_007033
10111	NNNNNN	V3C99_007034
10112	NNNNNN	V3C99_007034
10120	M176.9	V3C99_007035
10121	R11E3.1	V3C99_007035
10122	T06C10.3	V3C99_007035
10123	NNNNNN	V3C99_007037
10124	NNNNNN	V3C99_007041
10129	ceh-5	V3C99_007043
10134	cyb-3	V3C99_007044
10135	him-1	V3C99_007045
10136	NNNNNN	V3C99_007046
10137	NNNNNN	V3C99_007048
10138	W08E12.7	V3C99_007049
10141	Y76B12C.3	V3C99_007051
10144	NNNNNN	V3C99_007054
10145	NNNNNN	V3C99_007054
10154	NNNNNN	V3C99_007055
10155	NNNNNN	V3C99_007055
10160	NNNNNN	V3C99_007055
10161	NNNNNN	V3C99_007055
10162	NNNNNN	V3C99_007055
10163	NNNNNN	V3C99_007055
10164	NNNNNN	V3C99_007056
10165	NNNNNN	V3C99_007056
10170	NNNNNN	V3C99_007056
10171	NNNNNN	V3C99_007056
10172	NNNNNN	V3C99_007056
10173	NNNNNN	V3C99_007056
10174	NNNNNN	V3C99_007057
10175	NNNNNN	V3C99_007057
10180	NNNNNN	V3C99_007057
10181	NNNNNN	V3C99_007057
10182	NNNNNN	V3C99_007057
10183	NNNNNN	V3C99_007057
10187	ncbp-2	V3C99_007059
10188	ndua-5	V3C99_007060
10189	NNNNNN	V3C99_007062
10191	NNNNNN	V3C99_007062
10196	Y11D7A.3	V3C99_007063
10198	Y11D7A.3	V3C99_007064
10203	NNNNNN	V3C99_007066
10206	ugt-62	V3C99_007069
10210	NNNNNN	V3C99_007070
10211	NNNNNN	V3C99_007071
10212	NNNNNN	V3C99_007073
10214	NNNNNN	V3C99_007075
10229	gtf-2E1	V3C99_007084
10230	eelo-2	V3C99_007085
10231	ubc-1	V3C99_007090
10232	dpy-28	V3C99_007091
10233	NNNNNN	V3C99_007093
10248	NNNNNN	V3C99_007099
10278	NNNNNN	V3C99_007102
10344	NNNNNN	V3C99_007122
10468	C47E12.3	V3C99_007144
10469	mcu-1	V3C99_007144
10470	NNNNNN	V3C99_007145
10471	haf-6	V3C99_007146
10498	dnj-21	V3C99_007152
10499	sep-1	V3C99_007153
10500	ZK430.5	V3C99_007153
10501	elt-1	V3C99_007154
10502	aat-1	V3C99_007156
10504	C01B10.9	V3C99_007158
10505	C01B10.8	V3C99_007159
10506	C01B10.3	V3C99_007160
10507	psr-1	V3C99_007161
10508	ubc-9	V3C99_007162
10509	F11A10.5	V3C99_007163
10510	mon-2	V3C99_007164
10511	M18.3	V3C99_007165
10513	NNNNNN	V3C99_007166
10514	NNNNNN	V3C99_007167
10516	exc-5	V3C99_007169
10517	unc-129	V3C99_007170
10519	NNNNNN	V3C99_007172
10520	NNNNNN	V3C99_007176
10521	NNNNNN	V3C99_007177
10522	eppl-1	V3C99_007180
10523	Y37E11AR.7	V3C99_007181
10524	NNNNNN	V3C99_007182
10525	R05H5.3	V3C99_007183
10528	spr-2	V3C99_007185
10529	dpy-21	V3C99_007186
10532	NNNNNN	V3C99_007187
10534	NNNNNN	V3C99_007187
10537	NNNNNN	V3C99_007187
10538	NNNNNN	V3C99_007187
10540	NNNNNN	V3C99_007188
10542	NNNNNN	V3C99_007188
10545	NNNNNN	V3C99_007188
10546	NNNNNN	V3C99_007188
10547	C52G5.2	V3C99_007193
10549	T25B9.1	V3C99_007204
10550	Y62E10A.13	V3C99_007208
10552	ugt-22	V3C99_007209
10553	ugt-23	V3C99_007209
10554	ugt-21	V3C99_007209
10566	ugt-24	V3C99_007209
10574	ugt-19	V3C99_007209
10575	ugt-20	V3C99_007209
10583	ugt-22	V3C99_007211
10584	ugt-23	V3C99_007211
10585	ugt-21	V3C99_007211
10598	ugt-24	V3C99_007211
10606	ugt-19	V3C99_007211
10607	ugt-20	V3C99_007211
10613	ugt-22	V3C99_007213
10614	ugt-23	V3C99_007213
10615	ugt-21	V3C99_007213
10628	ugt-24	V3C99_007213
10636	ugt-19	V3C99_007213
10637	ugt-20	V3C99_007213
10642	ugt-22	V3C99_007214
10643	ugt-23	V3C99_007214
10644	ugt-21	V3C99_007214
10657	ugt-24	V3C99_007214
10665	ugt-19	V3C99_007214
10666	ugt-20	V3C99_007214
10671	ugt-22	V3C99_007216
10672	ugt-23	V3C99_007216
10673	ugt-21	V3C99_007216
10686	ugt-24	V3C99_007216
10694	ugt-19	V3C99_007216
10695	ugt-20	V3C99_007216
10704	NNNNNN	V3C99_007217
10720	NNNNNN	V3C99_007223
10721	NNNNNN	V3C99_007224
10723	dcap-1	V3C99_007226
10724	dnj-1	V3C99_007227
10727	Y24F12A.1	V3C99_007229
10728	Y37H2A.1	V3C99_007229
10729	NNNNNN	V3C99_007230
10730	ceh-53	V3C99_007234
10731	NNNNNN	V3C99_007235
10732	F53H1.3	V3C99_007236
10734	tin-9.1	V3C99_007238
10735	NNNNNN	V3C99_007239
10736	vha-7	V3C99_007241
10742	NNNNNN	V3C99_007243
10743	pfkb-1.2	V3C99_007244
10744	unc-44	V3C99_007245
10747	cmtr-2	V3C99_007248
10774	NNNNNN	V3C99_007252
10775	NNNNNN	V3C99_007253
10776	C46G7.1	V3C99_007254
10777	smap-1	V3C99_007255
10778	NNNNNN	V3C99_007257
10779	cav-1	V3C99_007258
10847	NNNNNN	V3C99_007280
10848	snf-11	V3C99_007281
10849	ZC513.2	V3C99_007282
10939	NNNNNN	V3C99_007288
10947	NNNNNN	V3C99_007288
10948	NNNNNN	V3C99_007288
11117	NNNNNN	V3C99_007289
11125	NNNNNN	V3C99_007289
11126	NNNNNN	V3C99_007289
11517	NNNNNN	V3C99_007292
11525	NNNNNN	V3C99_007292
11526	NNNNNN	V3C99_007292
11695	NNNNNN	V3C99_007293
11703	NNNNNN	V3C99_007293
11704	NNNNNN	V3C99_007293
11807	lpd-3	V3C99_007295
11809	NNNNNN	V3C99_007297
11810	NNNNNN	V3C99_007297
11819	NNNNNN	V3C99_007308
11826	NNNNNN	V3C99_007311
11827	rpn-7	V3C99_007312
11828	NNNNNN	V3C99_007313
11829	plx-1	V3C99_007316
11839	NNNNNN	V3C99_007318
11844	NNNNNN	V3C99_007318
11846	NNNNNN	V3C99_007320
11877	tbc-20	V3C99_007323
11878	syx-6	V3C99_007323
11881	Y45F10D.7	V3C99_007325
11882	acox-3	V3C99_007326
11885	T25B9.9	V3C99_007329
11886	inpp-1	V3C99_007330
11887	swt-3	V3C99_007331
11893	swt-1	V3C99_007350
11894	thk-1	V3C99_007351
11895	rad-51	V3C99_007352
11896	ebax-1	V3C99_007353
11897	bbs-2	V3C99_007354
11898	NNNNNN	V3C99_007355
11903	NNNNNN	V3C99_007361
11904	NNNNNN	V3C99_007361
11905	NNNNNN	V3C99_007361
11906	NNNNNN	V3C99_007361
11907	NNNNNN	V3C99_007361
11909	NNNNNN	V3C99_007361
11910	NNNNNN	V3C99_007361
11911	NNNNNN	V3C99_007361
11912	NNNNNN	V3C99_007361
11913	NNNNNN	V3C99_007361
11914	NNNNNN	V3C99_007361
11917	NNNNNN	V3C99_007361
11918	NNNNNN	V3C99_007361
11919	NNNNNN	V3C99_007361
11920	NNNNNN	V3C99_007361
11921	NNNNNN	V3C99_007361
11922	NNNNNN	V3C99_007361
11923	NNNNNN	V3C99_007361
11924	NNNNNN	V3C99_007361
11925	NNNNNN	V3C99_007361
11926	NNNNNN	V3C99_007361
11927	NNNNNN	V3C99_007361
11931	NNNNNN	V3C99_007361
11932	NNNNNN	V3C99_007361
11941	NNNNNN	V3C99_007361
11943	NNNNNN	V3C99_007363
12020	frm-5.1	V3C99_007372
12021	frm-5.2	V3C99_007372
12022	NNNNNN	V3C99_007373
12023	rbm-34	V3C99_007374
12024	repo-1	V3C99_007375
12025	lex-1	V3C99_007376
12026	NNNNNN	V3C99_007379
12029	ppgn-1	V3C99_007385
12033	mks-1	V3C99_007389
12037	pxmp-4	V3C99_007394
12038	NNNNNN	V3C99_007395
12041	NNNNNN	V3C99_007397
12048	Y39B6A.27	V3C99_007400
12050	B0554.5	V3C99_007400
12052	Y39D8A.1	V3C99_007400
12053	ZK6.6	V3C99_007400
12054	ZK6.8	V3C99_007400
12059	NNNNNN	V3C99_007406
12060	NNNNNN	V3C99_007406
12065	NNNNNN	V3C99_007408
12070	NNNNNN	V3C99_007410
12074	NNNNNN	V3C99_007413
12075	NNNNNN	V3C99_007414
12076	prmt-9	V3C99_007415
12079	rps-11	V3C99_007418
12080	sir-2.4	V3C99_007420
12081	F58B3.4	V3C99_007421
12082	mars-1	V3C99_007422
12083	NNNNNN	V3C99_007426
12084	hrpf-2	V3C99_007427
12085	smg-3	V3C99_007428
12086	NNNNNN	V3C99_007429
12095	NNNNNN	V3C99_007434
12097	cyn-10	V3C99_007437
12099	NNNNNN	V3C99_007440
12119	NNNNNN	V3C99_007448
12121	tes-1	V3C99_007450
12123	NNNNNN	V3C99_007452
12124	NNNNNN	V3C99_007453
12125	NNNNNN	V3C99_007454
12128	orc-5	V3C99_007459
12129	lias-1	V3C99_007460
12130	NNNNNN	V3C99_007461
12131	NNNNNN	V3C99_007462
12132	hil-2	V3C99_007463
12133	hil-3	V3C99_007463
12136	hil-6	V3C99_007463
12137	his-24	V3C99_007463
12138	NNNNNN	V3C99_007468
12140	lhfp-4	V3C99_007470
12141	hsp-1	V3C99_007471
12163	snr-1	V3C99_007475
12164	snx-13	V3C99_007476
12165	Y116A8C.25	V3C99_007477
12166	NNNNNN	V3C99_007479
12167	C34E10.10	V3C99_007481
12168	prx-3	V3C99_007482
12169	hrpl-1	V3C99_007483
12170	psmd-9	V3C99_007484
12171	slc-25A32	V3C99_007485
12172	nuaf-3	V3C99_007487
12173	prx-14	V3C99_007488
12174	slc-25A32	V3C99_007491
12175	NNNNNN	V3C99_007492
12176	nuaf-3	V3C99_007493
12177	prx-14	V3C99_007494
12214	asm-2	V3C99_007502
12217	NNNNNN	V3C99_007505
12222	NNNNNN	V3C99_007509
12223	NNNNNN	V3C99_007511
12246	NNNNNN	V3C99_007512
12247	NNNNNN	V3C99_007512
12415	NNNNNN	V3C99_007513
12416	NNNNNN	V3C99_007513
12571	NNNNNN	V3C99_007514
12572	NNNNNN	V3C99_007515
12573	mboa-6	V3C99_007516
12574	NNNNNN	V3C99_007522
12575	T26G10.1	V3C99_007523
12577	fat-6	V3C99_007524
12578	fat-7	V3C99_007524
12579	NNNNNN	V3C99_007525
12580	hst-1	V3C99_007526
12581	snrp-3	V3C99_007527
12582	pole-2	V3C99_007528
12583	F19C7.8	V3C99_007531
12584	C53B4.3	V3C99_007536
12585	swsn-6	V3C99_007537
12586	ZK616.3	V3C99_007538
12587	ZK616.2	V3C99_007539
12589	ugt-61	V3C99_007540
12594	zag-1	V3C99_007545
12595	NNNNNN	V3C99_007546
12596	jac-1	V3C99_007548
12597	NNNNNN	V3C99_007549
12598	NNNNNN	V3C99_007549
12599	NNNNNN	V3C99_007549
12600	NNNNNN	V3C99_007549
12603	fmi-1	V3C99_007551
12606	NNNNNN	V3C99_007554
12607	NNNNNN	V3C99_007556
12608	sqd-1	V3C99_007557
12609	lsm-8	V3C99_007558
12611	blos-2	V3C99_007560
12613	gon-1	V3C99_007561
12614	vha-17	V3C99_007562
12615	F49C12.12	V3C99_007563
12616	F49C12.11	V3C99_007564
12617	NNNNNN	V3C99_007565
12618	rpn-7	V3C99_007566
12619	NNNNNN	V3C99_007567
12620	pqbp-1.1	V3C99_007568
12621	spl-1	V3C99_007569
12622	NNNNNN	V3C99_007570
12630	ddx-46	V3C99_007572
12631	pat-6	V3C99_007573
12632	NNNNNN	V3C99_007574
12633	NNNNNN	V3C99_007574
12634	NNNNNN	V3C99_007574
12635	NNNNNN	V3C99_007574
12643	cwn-2	V3C99_007577
12653	npr-3	V3C99_007585
12657	rad-26	V3C99_007589
12664	NNNNNN	V3C99_007594
12665	F25G6.8	V3C99_007595
12666	best-8	V3C99_007596
12670	nadk-1	V3C99_007598
12671	NNNNNN	V3C99_007599
12672	NNNNNN	V3C99_007600
12673	F13B12.2	V3C99_007601
12674	mrpl-2	V3C99_007602
12675	NNNNNN	V3C99_007603
12676	F56B3.11	V3C99_007604
12677	eel-1	V3C99_007605
12678	mei-1	V3C99_007606
12679	ZK892.4	V3C99_007607
12680	C24A3.4	V3C99_007607
12681	NNNNNN	V3C99_007609
12682	NNNNNN	V3C99_007609
12684	NNNNNN	V3C99_007609
12685	NNNNNN	V3C99_007609
12686	NNNNNN	V3C99_007610
12687	NNNNNN	V3C99_007610
12689	NNNNNN	V3C99_007610
12690	NNNNNN	V3C99_007610
12699	NNNNNN	V3C99_007613
12700	NNNNNN	V3C99_007613
12702	NNNNNN	V3C99_007613
12703	NNNNNN	V3C99_007613
12706	NNNNNN	V3C99_007615
12707	NNNNNN	V3C99_007615
12709	NNNNNN	V3C99_007615
12710	NNNNNN	V3C99_007615
12711	NNNNNN	V3C99_007616
12712	NNNNNN	V3C99_007616
12714	NNNNNN	V3C99_007616
12715	NNNNNN	V3C99_007616
12744	NNNNNN	V3C99_007627
12896	NNNNNN	V3C99_007658
12897	NNNNNN	V3C99_007658
12899	NNNNNN	V3C99_007658
12900	NNNNNN	V3C99_007658
12902	tsen-2	V3C99_007661
12903	ndab-1	V3C99_007662
12904	NNNNNN	V3C99_007663
12905	nape-1	V3C99_007663
12906	NNNNNN	V3C99_007664
12907	nape-1	V3C99_007664
12908	smgl-2	V3C99_007665
12912	NNNNNN	V3C99_007667
12914	NNNNNN	V3C99_007668
12915	homt-1	V3C99_007669
